"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"Touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
194;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 8550U ";1.8;8;"HDD";1024;0;"Intel";"Windows";2;44702
195;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"HDD";1024;0;"Nvidia";"Windows";2;48698
196;"Razer";"Gaming";17.3;3840;2160;1;"Intel";" Core i7 7820HK ";2.9;32;"SSD";1024;0;"Nvidia";"Windows";3;324955
197;"HP";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";512;0;"Intel";"Windows";1;51096
198;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;73473
199;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Nvidia";"Windows";2;55678
200;"Dell";"Gaming";15.6;3840;2160;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";3;98302
201;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"SSD";128;0;"Intel";"Windows";2;26267
202;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"Nvidia";"Windows";2;39534
203;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";3;93187
204;"Dell";"Workstation";15.6;3840;2160;0;"Intel";" Xeon E3-1505M V6 ";3.0;16;"Hybrid";256;1024;"Nvidia";"Windows";3;162770
205;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";512;0;"Nvidia";"N/A";2;74485
206;"Dell";"Notebook";15.6;1366;768;1;"Intel";" Core i3 7100U ";2.4;6;"HDD";1024;0;"Intel";"Windows";2;23390
207;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";1;103843
208;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";0;77203
210;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Linux";2;41505
211;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;74965
212;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"N/A";2;18595
213;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"N/A";2;29251
214;"Huawei";"Ultrabook";13.0;2160;1440;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;79867
215;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"AMD";"Windows";1;49651
216;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Nvidia";"N/A";3;31382
217;"HP";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Nvidia";"Windows";2;54932
218;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";2;61219
219;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 8550U ";1.8;16;"SSD";512;0;"Intel";"Windows";2;68145
220;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"AMD";"Linux";2;36089
221;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";2;47899
222;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;72621
223;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"HDD";1024;0;"Intel";"Windows";2;42304
224;"Dell";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4;130874
225;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Nvidia";"Windows";2;44329
226;"Dell";"Notebook";15.6;1920;1080;1;"Intel";" Core i7 7500U ";2.7;16;"HDD";1024;0;"AMD";"Windows";2;45768
227;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;40972
228;"Asus";"Notebook";17.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"Hybrid";256;500;"Nvidia";"Windows";3;47472
229;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"AMD";"Windows";2;67612
230;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Core i3 7100U ";2.4;4;"HDD";1024;0;"Intel";"Windows";2;21258
231;"HP";"Notebook";15.6;1366;768;0;"AMD";" E-Series 9000e ";1.5;4;"HDD";500;0;"AMD";"Windows";2;17582
232;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;79867
233;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;45768
234;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";2;36710
235;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";256;0;"AMD";"Linux";2;47899
236;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Linux";2;20779
237;"Asus";"Notebook";15.6;1920;1080;0;"AMD";" A10-Series A10-9620P ";2.5;4;"Hybrid";128;1024;"AMD";"Windows";2;30636
238;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7820HK ";2.9;32;"Hybrid";512;1024;"Nvidia";"Windows";5;207259
239;"Acer";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;45075
240;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;8;"SSD";128;0;"Intel";"Windows";7;31382
241;"Asus";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;61006
242;"Asus";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"Hybrid";128;1024;"Nvidia";"N/A";3;47366
243;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";3;46833
244;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;57489
245;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";128;2048;"AMD";"Windows";2;52481
246;"HP";"Notebook";15.6;1366;768;1;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;29784
247;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7820HK ";2.9;16;"SSD";256;0;"Nvidia";"Windows";4;159787
248;"HP";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"HDD";500;0;"Intel";"Windows";1;35964
249;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";" Core i5 ";3.1;8;"SSD";512;0;"Intel";"MacOS";1;108691
250;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i7 8550U ";1.8;8;"HDD";1024;0;"Intel";"Windows";2;43636
251;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4;95851
252;"Asus";"Notebook";15.6;1366;768;0;"AMD";" A9-Series 9420 ";3.0;4;"HDD";1024;0;"AMD";"Windows";2;24988
253;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";512;0;"Intel";"Windows";1;98515
254;"Acer";"Notebook";17.3;1920;1080;0;"Intel";" Core i3 7130U ";2.7;4;"SSD";256;0;"Nvidia";"Windows";3;37403
255;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";1;50563
256;"HP";"Notebook";15.6;1366;768;0;"AMD";" A6-Series A6-9220 ";2.5;8;"SSD";128;0;"AMD";"Windows";2;23758
257;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;16;"HDD";1024;0;"Nvidia";"Windows";3;56424
258;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";4;133147
259;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";512;0;"Nvidia";"Windows";2;90523
260;"Dell";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";128;1024;"AMD";"Windows";3;60846
261;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";256;0;"Intel";"N/A";2;23656
262;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"HDD";500;0;"Intel";"Windows";2;38468
263;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"Intel";"Windows";2;35005
264;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"AMD";"Windows";2;30103
265;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";3;42571
266;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";512;512;"Intel";"Windows";4;79867
268;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"HDD";1024;0;"Nvidia";"Windows";2;54239
269;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";2;46886
270;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";" Core i5 ";2.9;8;"SSD";512;0;"Intel";"MacOS";1;104370
271;"Asus";"Gaming";17.3;1920;1080;0;"AMD";" Ryzen 1700 ";3.0;16;"Hybrid";256;1024;"AMD";"Windows";3;82531
272;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"AMD";"Linux";2;39165
273;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";" Core i7 6600U ";2.6;16;"SSD";512;0;"Intel";"Windows";1;133147
274;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";" Core i7 6500U ";2.5;8;"HDD";500;0;"Nvidia";"Windows";2;43263
275;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i7 7500U ";2.7;12;"HDD";1024;0;"Intel";"Windows";2;37992
276;"Dell";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";128;1024;"AMD";"Linux";3;58555
277;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"HDD";1024;0;"Nvidia";"Windows";2;39694
278;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Windows";3;26054
279;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"HDD";2048;0;"Nvidia";"N/A";3;45235
280;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i7 7500U ";2.7;6;"Hybrid";128;1024;"Nvidia";"Windows";3;45768
281;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Linux";2;22804
282;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;44169
283;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;6;"SSD";256;0;"Intel";"Windows";2;30849
284;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Nvidia";"Windows";3;50669
285;"Acer";"Notebook";15.6;1920;1080;1;"Intel";" Core i7 7500U ";2.7;12;"HDD";1024;0;"Intel";"Windows";2;35112
286;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";2;58448
287;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;52055
288;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2;62817
289;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2;35112
290;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core 3205U ";1.5;2;"SSD";16;0;"Intel";"Other";2;10603
291;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3;63243
292;"HP";"Notebook";17.3;1600;900;0;"Intel";" Core i3 6006U ";2.0;8;"HDD";1024;0;"Intel";"Windows";3;26054
293;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;97449
294;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";2;39374
295;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3;69211
296;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Linux";2;52161
297;"Dell";"Workstation";17.3;1920;1080;0;"Intel";" Core i7 7820HQ ";2.9;16;"SSD";256;0;"Nvidia";"Windows";3;153705
298;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";" A10-Series 9600P ";2.4;6;"HDD";1024;0;"AMD";"Windows";2;26587
299;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Nvidia";"Windows";2;78215
300;"Asus";"Notebook";14.0;1366;768;0;"Intel";" Core i3 7100U ";2.4;4;"SSD";128;0;"Intel";"Windows";1;27120
301;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;113060
302;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i5 7200U ";2.5;6;"HDD";1024;0;"Nvidia";"Windows";6;34579
303;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";2048;0;"Nvidia";"N/A";2;29251
304;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;67399
305;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";1024;0;"Intel";"N/A";2;19180
306;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7600U ";2.8;16;"SSD";256;0;"Intel";"Windows";1;105228
307;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;55571
308;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2;43636
309;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Windows";2;24988
310;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;53227
311;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";" Core i7 8550U ";1.8;16;"SSD";1024;0;"Intel";"Windows";1;133147
312;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;111835
313;"Acer";"Notebook";15.6;1920;1080;0;"AMD";" A8-Series 7410 ";2.2;8;"SSD";256;0;"AMD";"Windows";2;24988
314;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";" Celeron Dual Core N3350 ";1.1;2;"Flash Storage";32;0;"Intel";"Windows";1;14652
315;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"Hybrid";128;1024;"AMD";"Windows";2;44968
316;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";" Core i7 8550U ";1.8;16;"SSD";1024;0;"Intel";"Windows";1;130483
317;"Lenovo";"Notebook";13.3;1366;768;0;"Intel";" Celeron Dual Core 3855U ";1.6;4;"Flash Storage";16;0;"Intel";"Other";1;24503
318;"HP";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;52214
319;"Acer";"Notebook";11.6;1366;768;0;"Intel";" Pentium Quad Core N3710 ";1.6;4;"Flash Storage";128;0;"Intel";"Windows";1;25841
320;"HP";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;68838
321;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"Nvidia";"Windows";3;31382
322;"Asus";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";2;58288
323;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i7 8550U ";1.8;8;"HDD";1024;0;"Intel";"Windows";2;48059
324;"Acer";"Notebook";15.6;1366;768;0;"AMD";" A12-Series 9720P ";2.7;8;"SSD";256;0;"AMD";"Windows";2;35112
325;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1;15558
326;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;6;"HDD";1024;0;"Intel";"Windows";8;29251
327;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Nvidia";"Windows";2;55939
328;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;71129
329;"Dell";"Notebook";15.6;3840;2160;1;"Intel";" Core i7 7700HQ ";2.8;32;"SSD";1024;0;"Nvidia";"Windows";2;140606
330;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";256;1024;"Nvidia";"Windows";3;63883
331;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;50243
332;"Asus";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"Hybrid";256;1024;"Intel";"Windows";2;71076
333;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Windows";2;23923
334;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;53227
335;"HP";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";1;67559
337;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;60952
338;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"HDD";1024;0;"Intel";"Linux";2;14651
339;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Nvidia";"Windows";2;60886
340;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"HDD";500;0;"Intel";"Linux";2;14647
341;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";" A12-Series 9720P ";3.6;12;"HDD";2048;0;"AMD";"Windows";2;47899
342;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 7100U ";2.4;8;"HDD";1024;0;"Nvidia";"Windows";2;38148
343;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";" Core i7 8550U ";1.8;16;"SSD";512;0;"Intel";"Windows";1;111835
344;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";1;84129
345;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;2048;"Nvidia";"Windows";2;60153
346;"HP";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;2;"Flash Storage";32;0;"Intel";"Windows";1;14865
347;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i7 8650U ";1.9;16;"SSD";512;256;"Intel";"Windows";2;85672
348;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";2;19980
349;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"HDD";1024;0;"AMD";"Windows";0;35325
351;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";2;69477
352;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3;75072
353;"HP";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";3;92615
354;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 6500U ";2.5;16;"SSD";512;0;"Nvidia";"Windows";2;74752
355;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";128;2048;"AMD";"Windows";2;51730
356;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"HDD";1024;0;"Intel";"N/A";2;17156
357;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"HDD";1024;0;"Nvidia";"Windows";3;53227
358;"Dell";"Notebook";15.6;1366;768;1;"Intel";" Core i5 7200U ";2.5;8;"HDD";2048;0;"Intel";"Windows";2;29697
359;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";1;76031
360;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;23390
361;"Asus";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;50350
362;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i5 7200U ";2.5;6;"Hybrid";128;1024;"Nvidia";"Windows";3;38308
363;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;34046
364;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;8;"SSD";256;0;"Nvidia";"N/A";2;26587
365;"HP";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N3710 ";1.6;8;"HDD";2048;0;"Intel";"Windows";2;20726
366;"Dell";"Notebook";17.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"Hybrid";128;1024;"AMD";"Windows";3;57809
367;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2;43104
368;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"AMD";"Windows";2;47899
369;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;93240
370;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i7 7500U ";2.7;12;"Hybrid";512;2048;"Nvidia";"Windows";2;58555
371;"Acer";"Notebook";15.6;1366;768;0;"AMD";" A9-Series 9420 ";3.0;4;"SSD";128;0;"AMD";"Windows";2;22697
372;"Asus";"Gaming";17.3;1920;1080;0;"AMD";" Ryzen 1700 ";3.0;16;"Hybrid";256;1024;"AMD";"Windows";3;117163
373;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";" A8-Series 7410 ";2.2;4;"SSD";128;0;"AMD";"Windows";3;26054
374;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";2;46301
375;"HP";"Notebook";15.6;1920;1080;0;"AMD";" A9-Series 9420 ";3.0;4;"SSD";256;0;"AMD";"Windows";2;26053
376;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";" Celeron Quad Core N3450 ";1.1;4;"SSD";128;0;"Intel";"Windows";2;29464
377;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"HDD";500;0;"Intel";"Windows";2;16464
378;"Asus";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";2;15238
379;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Linux";2;45075
380;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3;63456
381;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"N/A";2;21498
382;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;88178
383;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;58555
